Nr,Tree name,product_category,Years,Business as usual,Combined effect,Compost,Technical and Market support,,,
1,Albizia gummifera,ConstructionWood,2041,0,0,0,0,,,
1,Albizia gummifera,ConstructionWood,2042,0,0,0,0,,,
1,Albizia gummifera,ConstructionWood,2043,0,0,0,0,,,
1,Albizia gummifera,ConstructionWood,2044,0,0,0,0,,,
1,Albizia gummifera,ConstructionWood,2045,0,0,0,0,,,
1,Albizia gummifera,ConstructionWood,2046,0,0,0,0,,,
1,Albizia gummifera,ConstructionWood,2047,0,0,0,0,,,
1,Albizia gummifera,ConstructionWood,2048,0,0,0,0,,,
1,Albizia gummifera,ConstructionWood,2049,0,0,0,0,,,
1,Albizia gummifera,ConstructionWood,2050,0,0,0,0,,,
1,Albizia gummifera,ConstructionWood,2051,0,0,0,0,,,
1,Albizia gummifera,ConstructionWood,2052,0,0,0,0,,,
1,Albizia gummifera,ConstructionWood,2053,0,0,0,0,,,
1,Albizia gummifera,ConstructionWood,2054,0,0,0,0,,,
1,Albizia gummifera,ConstructionWood,2055,0,0,0,0,,,
1,Albizia gummifera,ConstructionWood,2056,0,0,0,0,,,
1,Albizia gummifera,ConstructionWood,2057,0,0,0,0,,,
1,Albizia gummifera,ConstructionWood,2058,0,0,0,0,,,
1,Albizia gummifera,ConstructionWood,2059,0,0,0,0,,,
1,Albizia gummifera,ConstructionWood,2060,0,0,0,0,,,
1,Albizia gummifera,ConstructionWood,2061,0,0,0,0,,,
1,Albizia gummifera,ConstructionWood,2062,0,0,0,0,,,
1,Albizia gummifera,ConstructionWood,2063,8.276632406,9.131233799,8.798357808,8.457859211,,,
1,Albizia gummifera,ConstructionWood,2064,0,0,0,0,,,
1,Millettia ferruginea,FuelWood,2024,0,0,0,0,,,
1,Millettia ferruginea,FuelWood,2025,0,0,0,0,,,
1,Millettia ferruginea,FuelWood,2026,0.132425546,0.146836044,0.141344837,0.137658517,,,
1,Millettia ferruginea,FuelWood,2027,0,0,0,0,,,
1,Millettia ferruginea,FuelWood,2028,0,0,0,0,,,
1,Millettia ferruginea,FuelWood,2029,0.159272815,0.17239889,0.165809844,0.164533245,,,
1,Millettia ferruginea,FuelWood,2030,0,0,0,0,,,
1,Millettia ferruginea,FuelWood,2031,0,0,0,0,,,
1,Millettia ferruginea,FuelWood,2032,0.169165879,0.183218907,0.176638061,0.175451093,,,
1,Millettia ferruginea,FuelWood,2033,0,0,0,0,,,
1,Millettia ferruginea,FuelWood,2034,0,0,0,0,,,
1,Millettia ferruginea,FuelWood,2035,0.166052641,0.179973838,0.173182298,0.172539292,,,
1,Millettia ferruginea,FuelWood,2036,0,0,0,0,,,
1,Millettia ferruginea,FuelWood,2037,0,0,0,0,,,
1,Millettia ferruginea,FuelWood,2038,0.155790458,0.170487013,0.1638456,0.162495851,,,
1,Millettia ferruginea,FuelWood,2039,0,0,0,0,,,
1,Millettia ferruginea,FuelWood,2040,0,0,0,0,,,
1,Millettia ferruginea,FuelWood,2041,0.165872919,0.178911446,0.171797569,0.170962682,,,
1,Millettia ferruginea,FuelWood,2042,0,0,0,0,,,
1,Millettia ferruginea,FuelWood,2043,0,0,0,0,,,
1,Millettia ferruginea,FuelWood,2044,0.167783789,0.181350834,0.174579426,0.17446149,,,
1,Millettia ferruginea,FuelWood,2045,0,0,0,0,,,
1,Millettia ferruginea,FuelWood,2046,0,0,0,0,,,
1,Millettia ferruginea,FuelWood,2047,0.168651039,0.182077336,0.175165474,0.174728183,,,
1,Millettia ferruginea,FuelWood,2048,0,0,0,0,,,
1,Millettia ferruginea,FuelWood,2049,0,0,0,0,,,
1,Millettia ferruginea,FuelWood,2050,0.178378791,0.19325709,0.186185734,0.186030113,,,
1,Millettia ferruginea,FuelWood,2051,0,0,0,0,,,
1,Millettia ferruginea,FuelWood,2052,0,0,0,0,,,
1,Millettia ferruginea,FuelWood,2053,0.169138479,0.181688452,0.174861686,0.175455941,,,
1,Millettia ferruginea,FuelWood,2054,0,0,0,0,,,
1,Millettia ferruginea,FuelWood,2055,0,0,0,0,,,
1,Millettia ferruginea,FuelWood,2056,0.172224707,0.182805543,0.175994352,0.1772428,,,
1,Millettia ferruginea,FuelWood,2057,0,0,0,0,,,
1,Millettia ferruginea,FuelWood,2058,0,0,0,0,,,
1,Millettia ferruginea,FuelWood,2059,0.173095664,0.184579554,0.177650504,0.178682994,,,
1,Millettia ferruginea,FuelWood,2060,0,0,0,0,,,
1,Millettia ferruginea,FuelWood,2061,0,0,0,0,,,
1,Millettia ferruginea,FuelWood,2062,0.178270723,0.189385183,0.18204149,0.182950521,,,
1,Millettia ferruginea,FuelWood,2063,0,0,0,0,,,
1,Millettia ferruginea,FuelWood,2064,0,0,0,0,,,
2,Coffee Arabica [Fairchain],Stimulant,2024,0.397807367,0.676486703,0.620150595,0.446905615,,,
2,Coffee Arabica [Fairchain],Stimulant,2025,0.526832577,0.979050286,0.892558562,0.581623511,,,
2,Coffee Arabica [Fairchain],Stimulant,2026,0.61110754,1.28140388,1.135122062,0.67134895,,,
2,Coffee Arabica [Fairchain],Stimulant,2027,0.587817334,1.283545564,1.114232889,0.658713384,,,
2,Coffee Arabica [Fairchain],Stimulant,2028,0.661256831,1.425592972,1.232275637,0.730321973,,,
2,Coffee Arabica [Fairchain],Stimulant,2029,0,0,0,0,,,
2,Coffee Arabica [Fairchain],Stimulant,2030,0,0,0,0,,,
2,Coffee Arabica [Fairchain],Stimulant,2031,0,0,0,0,,,
2,Coffee Arabica [Fairchain],Stimulant,2032,0.157977745,0.337317586,0.281916668,0.248010005,,,
2,Coffee Arabica [Fairchain],Stimulant,2033,0.413965316,0.89071485,0.762544683,0.481663067,,,
2,Coffee Arabica [Fairchain],Stimulant,2034,0.584657863,1.302610213,1.111475783,0.658652545,,,
2,Coffee Arabica [Fairchain],Stimulant,2035,0.649953482,1.457054723,1.261652286,0.717670729,,,
2,Coffee Arabica [Fairchain],Stimulant,2036,0.642758602,1.415576193,1.238027659,0.706087425,,,
2,Coffee Arabica [Fairchain],Stimulant,2037,0.648837025,1.484970744,1.288729971,0.713375527,,,
2,Coffee Arabica [Fairchain],Stimulant,2038,0.632750051,1.441469815,1.257719607,0.69550979,,,
2,Coffee Arabica [Fairchain],Stimulant,2039,0.641698054,1.415440748,1.233220987,0.703516545,,,
2,Coffee Arabica [Fairchain],Stimulant,2040,0.673471996,1.551189982,1.326390313,0.743768671,,,
2,Coffee Arabica [Fairchain],Stimulant,2041,0.665101276,1.586861877,1.35118987,0.753255192,,,
2,Coffee Arabica [Fairchain],Stimulant,2042,0.663100799,1.617494234,1.379826774,0.754732613,,,
2,Coffee Arabica [Fairchain],Stimulant,2043,0.640923018,1.4820818,1.278372241,0.715644147,,,
2,Coffee Arabica [Fairchain],Stimulant,2044,0.644991588,1.366055153,1.199964638,0.703165163,,,
2,Coffee Arabica [Fairchain],Stimulant,2045,0.650441366,1.470007161,1.268110961,0.716148404,,,
2,Coffee Arabica [Fairchain],Stimulant,2046,0.608750929,1.298942418,1.138046526,0.676217451,,,
2,Coffee Arabica [Fairchain],Stimulant,2047,0.613274824,1.431201391,1.22485384,0.683917975,,,
2,Coffee Arabica [Fairchain],Stimulant,2048,0.676798122,1.525114795,1.317498316,0.742984175,,,
2,Coffee Arabica [Fairchain],Stimulant,2049,0,0,0,0,,,
2,Coffee Arabica [Fairchain],Stimulant,2050,0,0,0,0,,,
2,Coffee Arabica [Fairchain],Stimulant,2051,0,0,0,0,,,
2,Coffee Arabica [Fairchain],Stimulant,2052,0.159617238,0.311921039,0.266395204,0.290811781,,,
2,Coffee Arabica [Fairchain],Stimulant,2053,0.400424603,0.814992927,0.703589457,0.494255523,,,
2,Coffee Arabica [Fairchain],Stimulant,2054,0.596214141,1.353232698,1.150135636,0.688415045,,,
2,Coffee Arabica [Fairchain],Stimulant,2055,0.672973672,1.572415725,1.339812139,0.760485661,,,
2,Coffee Arabica [Fairchain],Stimulant,2056,0.630832079,1.430810106,1.246241522,0.711729514,,,
2,Coffee Arabica [Fairchain],Stimulant,2057,0.674480393,1.663945366,1.411394005,0.764885805,,,
2,Coffee Arabica [Fairchain],Stimulant,2058,0.666283854,1.588256639,1.353464726,0.750326941,,,
2,Coffee Arabica [Fairchain],Stimulant,2059,0.639756549,1.46550544,1.270657084,0.715161883,,,
2,Coffee Arabica [Fairchain],Stimulant,2060,0.648100238,1.42978418,1.239122726,0.718956866,,,
2,Coffee Arabica [Fairchain],Stimulant,2061,0.689403645,1.693435241,1.431765281,0.775870548,,,
2,Coffee Arabica [Fairchain],Stimulant,2062,0.649297511,1.5159356,1.313388696,0.733273942,,,
2,Coffee Arabica [Fairchain],Stimulant,2063,0.699686043,1.698166898,1.425256635,0.78715499,,,
2,Coffee Arabica [Fairchain],Stimulant,2064,0.914849249,1.730433674,1.501125967,1.011720554,,,
2,Cordia africana,Fruit,2024,0.068871448,0.099107411,0.096541737,0.075142764,,,
2,Cordia africana,Fruit,2025,0.066272811,0.079107224,0.075641755,0.06900676,,,
2,Cordia africana,Fruit,2026,0.077896351,0.089098472,0.084495806,0.077033562,,,
2,Cordia africana,Fruit,2027,0.071215574,0.086996687,0.083804103,0.075425455,,,
2,Cordia africana,Fruit,2028,0.073333933,0.085083124,0.081355093,0.075854145,,,
2,Cordia africana,Fruit,2029,0.129704335,0.130513556,0.124535331,0.131536215,,,
2,Cordia africana,Fruit,2030,0.077465288,0.091088564,0.088100987,0.086263998,,,
2,Cordia africana,Fruit,2031,0.066195146,0.065439115,0.061305222,0.061854626,,,
2,Cordia africana,Fruit,2032,0.089860934,0.103567597,0.099969899,0.09961595,,,
2,Cordia africana,Fruit,2033,0.065118242,0.077664241,0.074728585,0.070856224,,,
2,Cordia africana,Fruit,2034,0.05915143,0.065991739,0.062294487,0.059706728,,,
2,Cordia africana,Fruit,2035,0.044273703,0.052508935,0.049168939,0.045800939,,,
2,Cordia africana,Fruit,2036,0.040925009,0.049725313,0.046601411,0.04219576,,,
2,Cordia africana,Fruit,2037,0.049711995,0.060676739,0.057670841,0.051476169,,,
2,Cordia africana,Fruit,2038,0.039874416,0.051174479,0.048481895,0.043110138,,,
2,Cordia africana,Fruit,2039,0.055607138,0.066293866,0.063007264,0.057903705,,,
2,Cordia africana,Fruit,2040,0.071902516,0.083226641,0.078864435,0.071839017,,,
2,Cordia africana,Fruit,2041,0.08334919,0.098590093,0.093278021,0.08564226,,,
2,Cordia africana,Fruit,2042,0.077022838,0.095716273,0.091872439,0.085526098,,,
2,Cordia africana,Fruit,2043,0.056528569,0.072078717,0.068963862,0.063099752,,,
2,Cordia africana,Fruit,2044,0.049236482,0.056524645,0.053932457,0.049989456,,,
2,Cordia africana,Fruit,2045,0.056449271,0.069992678,0.066219378,0.059271255,,,
2,Cordia africana,Fruit,2046,0.050960102,0.059980987,0.057201504,0.053079519,,,
2,Cordia africana,Fruit,2047,0.078380023,0.09452442,0.090261471,0.082652475,,,
2,Cordia africana,Fruit,2048,0.061705074,0.07585188,0.072808208,0.064796231,,,
2,Cordia africana,Fruit,2049,0.102561595,0.104937167,0.100734128,0.10438103,,,
2,Cordia africana,Fruit,2050,0.084022121,0.099172567,0.096454066,0.095563183,,,
2,Cordia africana,Fruit,2051,0.056370631,0.060578852,0.057772884,0.056678817,,,
2,Cordia africana,Fruit,2052,0.054782975,0.060369588,0.056043895,0.059470743,,,
2,Cordia africana,Fruit,2053,0.048222662,0.049050479,0.046896214,0.046352657,,,
2,Cordia africana,Fruit,2054,0.077539495,0.089294566,0.084956236,0.079734503,,,
2,Cordia africana,Fruit,2055,0.068662774,0.078974008,0.075182597,0.070542528,,,
2,Cordia africana,Fruit,2056,0.051094225,0.061730392,0.05908761,0.054609649,,,
2,Cordia africana,Fruit,2057,0.076864756,0.096996059,0.092308187,0.085253236,,,
2,Cordia africana,Fruit,2058,0.065211827,0.076491445,0.073081121,0.067624089,,,
2,Cordia africana,Fruit,2059,0.049484312,0.062414438,0.05918198,0.053201136,,,
2,Cordia africana,Fruit,2060,0.057239811,0.065709392,0.062571893,0.057545607,,,
2,Cordia africana,Fruit,2061,0.085433006,0.104645228,0.098817704,0.089152748,,,
2,Cordia africana,Fruit,2062,0.065049009,0.077613622,0.073858849,0.067715886,,,
2,Cordia africana,Fruit,2063,0.095424166,0.113133954,0.107813973,0.09917161,,,
2,Cordia africana,Fruit,2064,0,0,0,0,,,
2,Cordia africana,FuelWood,2024,0,0,0,0,,,
2,Cordia africana,FuelWood,2025,0,0,0,0,,,
2,Cordia africana,FuelWood,2026,0.168745692,0.202586558,0.194546425,0.175642606,,,
2,Cordia africana,FuelWood,2027,0,0,0,0,,,
2,Cordia africana,FuelWood,2028,0,0,0,0,,,
2,Cordia africana,FuelWood,2029,0,0,0,0,,,
2,Cordia africana,FuelWood,2030,0.200996375,0.236162917,0.226682521,0.210231701,,,
2,Cordia africana,FuelWood,2031,0,0,0,0,,,
2,Cordia africana,FuelWood,2032,0,0,0,0,,,
2,Cordia africana,FuelWood,2033,0,0,0,0,,,
2,Cordia africana,FuelWood,2034,0.213763984,0.24712383,0.236995327,0.223297254,,,
2,Cordia africana,FuelWood,2035,0,0,0,0,,,
2,Cordia africana,FuelWood,2036,0,0,0,0,,,
2,Cordia africana,FuelWood,2037,0,0,0,0,,,
2,Cordia africana,FuelWood,2038,0.201984447,0.235401358,0.224995703,0.210675875,,,
2,Cordia africana,FuelWood,2039,0,0,0,0,,,
2,Cordia africana,FuelWood,2040,0,0,0,0,,,
2,Cordia africana,FuelWood,2041,0,0,0,0,,,
2,Cordia africana,FuelWood,2042,0.211258253,0.248211411,0.236791623,0.220366045,,,
2,Cordia africana,FuelWood,2043,0,0,0,0,,,
2,Cordia africana,FuelWood,2044,0,0,0,0,,,
2,Cordia africana,FuelWood,2045,0,0,0,0,,,
2,Cordia africana,FuelWood,2046,0.208286992,0.246678255,0.235329905,0.218234473,,,
2,Cordia africana,FuelWood,2047,0,0,0,0,,,
2,Cordia africana,FuelWood,2048,0,0,0,0,,,
2,Cordia africana,FuelWood,2049,0.222834993,0.261046854,0.249283511,0.232854799,,,
2,Cordia africana,FuelWood,2050,0,0,0,0,,,
2,Cordia africana,FuelWood,2051,0,0,0,0,,,
2,Cordia africana,FuelWood,2052,0,0,0,0,,,
2,Cordia africana,FuelWood,2053,0.220374524,0.255069682,0.243536618,0.23115711,,,
2,Cordia africana,FuelWood,2054,0,0,0,0,,,
2,Cordia africana,FuelWood,2055,0,0,0,0,,,
2,Cordia africana,FuelWood,2056,0,0,0,0,,,
2,Cordia africana,FuelWood,2057,0.22454801,0.261548492,0.249698896,0.236061438,,,
2,Cordia africana,FuelWood,2058,0,0,0,0,,,
2,Cordia africana,FuelWood,2059,0,0,0,0,,,
2,Cordia africana,FuelWood,2060,0,0,0,0,,,
2,Cordia africana,FuelWood,2061,0.224979353,0.263659996,0.251351994,0.23571709,,,
2,Cordia africana,FuelWood,2062,0,0,0,0,,,
2,Cordia africana,FuelWood,2063,2.273033875,2.675042112,2.549293845,2.379559465,,,
2,Cordia africana,FuelWood,2064,0,0,0,0,,,
2,Cordia africana,ConstructionWood,2024,0,0,0,0,,,
2,Cordia africana,ConstructionWood,2025,0,0,0,0,,,
2,Cordia africana,ConstructionWood,2026,0,0,0,0,,,
2,Cordia africana,ConstructionWood,2027,0,0,0,0,,,
2,Cordia africana,ConstructionWood,2028,0,0,0,0,,,
2,Cordia africana,ConstructionWood,2029,0,0,0,0,,,
2,Cordia africana,ConstructionWood,2030,0,0,0,0,,,
2,Cordia africana,ConstructionWood,2031,0,0,0,0,,,
2,Cordia africana,ConstructionWood,2032,0,0,0,0,,,
2,Cordia africana,ConstructionWood,2033,0,0,0,0,,,
2,Cordia africana,ConstructionWood,2034,0,0,0,0,,,
2,Cordia africana,ConstructionWood,2035,0,0,0,0,,,
2,Cordia africana,ConstructionWood,2036,0,0,0,0,,,
2,Cordia africana,ConstructionWood,2037,0,0,0,0,,,
2,Cordia africana,ConstructionWood,2038,0,0,0,0,,,
2,Cordia africana,ConstructionWood,2039,0,0,0,0,,,
2,Cordia africana,ConstructionWood,2040,0,0,0,0,,,
2,Cordia africana,ConstructionWood,2041,0,0,0,0,,,
2,Cordia africana,ConstructionWood,2042,0,0,0,0,,,
2,Cordia africana,ConstructionWood,2043,0,0,0,0,,,
2,Cordia africana,ConstructionWood,2044,0,0,0,0,,,
2,Cordia africana,ConstructionWood,2045,0,0,0,0,,,
2,Cordia africana,ConstructionWood,2046,0,0,0,0,,,
2,Cordia africana,ConstructionWood,2047,0,0,0,0,,,
2,Cordia africana,ConstructionWood,2048,0,0,0,0,,,
2,Cordia africana,ConstructionWood,2049,0,0,0,0,,,
2,Cordia africana,ConstructionWood,2050,0,0,0,0,,,
2,Cordia africana,ConstructionWood,2051,0,0,0,0,,,
2,Cordia africana,ConstructionWood,2052,0,0,0,0,,,
2,Cordia africana,ConstructionWood,2053,0,0,0,0,,,
2,Cordia africana,ConstructionWood,2054,0,0,0,0,,,
2,Cordia africana,ConstructionWood,2055,0,0,0,0,,,
2,Cordia africana,ConstructionWood,2056,0,0,0,0,,,
2,Cordia africana,ConstructionWood,2057,0,0,0,0,,,
2,Cordia africana,ConstructionWood,2058,0,0,0,0,,,
2,Cordia africana,ConstructionWood,2059,0,0,0,0,,,
2,Cordia africana,ConstructionWood,2060,0,0,0,0,,,
2,Cordia africana,ConstructionWood,2061,0,0,0,0,,,
2,Cordia africana,ConstructionWood,2062,0,0,0,0,,,
2,Cordia africana,ConstructionWood,2063,20.0478431,23.41365691,22.36446587,20.96699957,,,
2,Cordia africana,ConstructionWood,2064,0,0,0,0,,,
2,Ficus vasta,Fruit (local),2024,0.12559795,0.168340785,0.166368605,0.136647969,,,
2,Ficus vasta,Fruit (local),2025,0.127048198,0.144751407,0.140696742,0.130481423,,,
2,Ficus vasta,Fruit (local),2026,0.143557533,0.158171129,0.15218198,0.140023705,,,
2,Ficus vasta,Fruit (local),2027,0.141894143,0.166432879,0.160078677,0.146664511,,,
2,Ficus vasta,Fruit (local),2028,0.138590099,0.155504202,0.151277896,0.14093044,,,
2,Ficus vasta,Fruit (local),2029,0.249712745,0.254179769,0.245944559,0.254671049,,,
2,Ficus vasta,Fruit (local),2030,0.138120046,0.155492506,0.152386489,0.149424671,,,
2,Ficus vasta,Fruit (local),2031,0.116304969,0.116589721,0.110173666,0.11146542,,,
2,Ficus vasta,Fruit (local),2032,0.16326045,0.184065641,0.180121258,0.179113436,,,
2,Ficus vasta,Fruit (local),2033,0.124634091,0.141658919,0.137695749,0.132788757,,,
2,Ficus vasta,Fruit (local),2034,0.104765864,0.117818904,0.112658697,0.106916938,,,
2,Ficus vasta,Fruit (local),2035,0.082548521,0.09811264,0.093071647,0.086358188,,,
2,Ficus vasta,Fruit (local),2036,0.075861498,0.092614077,0.087623422,0.080163312,,,
2,Ficus vasta,Fruit (local),2037,0.09257737,0.112980693,0.107465053,0.097600738,,,
2,Ficus vasta,Fruit (local),2038,0.076525927,0.096305368,0.091248492,0.081773005,,,
2,Ficus vasta,Fruit (local),2039,0.10908345,0.120839341,0.116567946,0.109004503,,,
2,Ficus vasta,Fruit (local),2040,0.129998316,0.145442397,0.139669231,0.127699215,,,
2,Ficus vasta,Fruit (local),2041,0.160610269,0.181645543,0.174703657,0.1628122,,,
2,Ficus vasta,Fruit (local),2042,0.148739789,0.180665385,0.174868163,0.163357754,,,
2,Ficus vasta,Fruit (local),2043,0.102864214,0.128860434,0.124076804,0.11385647,,,
2,Ficus vasta,Fruit (local),2044,0.092870842,0.101754174,0.098650153,0.092208389,,,
2,Ficus vasta,Fruit (local),2045,0.104183304,0.127361987,0.121637755,0.109626929,,,
2,Ficus vasta,Fruit (local),2046,0.099631872,0.113717999,0.109676039,0.10231801,,,
2,Ficus vasta,Fruit (local),2047,0.140606902,0.170460744,0.164446609,0.150840205,,,
2,Ficus vasta,Fruit (local),2048,0.111555492,0.133815987,0.129631334,0.11643806,,,
2,Ficus vasta,Fruit (local),2049,0.193722892,0.192389344,0.187120534,0.191318943,,,
2,Ficus vasta,Fruit (local),2050,0.148815822,0.171985217,0.168262084,0.166324119,,,
2,Ficus vasta,Fruit (local),2051,0.103000194,0.110578549,0.106137528,0.104455409,,,
2,Ficus vasta,Fruit (local),2052,0.099061201,0.106665097,0.100130337,0.105513649,,,
2,Ficus vasta,Fruit (local),2053,0.090333552,0.093053993,0.089419683,0.088754233,,,
2,Ficus vasta,Fruit (local),2054,0.142070917,0.153671372,0.148609392,0.142120939,,,
2,Ficus vasta,Fruit (local),2055,0.125169079,0.140466574,0.134717146,0.127123242,,,
2,Ficus vasta,Fruit (local),2056,0.101524089,0.118035929,0.114047538,0.106301894,,,
2,Ficus vasta,Fruit (local),2057,0.14332322,0.175358169,0.169050475,0.158383324,,,
2,Ficus vasta,Fruit (local),2058,0.116326794,0.13570378,0.130445409,0.120877405,,,
2,Ficus vasta,Fruit (local),2059,0.092809286,0.112837258,0.108075657,0.097964134,,,
2,Ficus vasta,Fruit (local),2060,0.104993034,0.118361218,0.114016812,0.105468521,,,
2,Ficus vasta,Fruit (local),2061,0.164338975,0.188823542,0.181184867,0.166934003,,,
2,Ficus vasta,Fruit (local),2062,0.122716836,0.147320712,0.141417402,0.129645951,,,
2,Ficus vasta,Fruit (local),2063,0.178572082,0.199492841,0.193795505,0.181940548,,,
2,Ficus vasta,Fruit (local),2064,0,0,0,0,,,
2,Ficus vasta,FuelWood,2024,0,0,0,0,,,
2,Ficus vasta,FuelWood,2025,0.110776665,0.129642146,0.125819161,0.114823433,,,
2,Ficus vasta,FuelWood,2026,0,0,0,0,,,
2,Ficus vasta,FuelWood,2027,0.118430963,0.137739388,0.133419642,0.121918358,,,
2,Ficus vasta,FuelWood,2028,0,0,0,0,,,
2,Ficus vasta,FuelWood,2029,0.134564338,0.152542096,0.147792283,0.138138121,,,
2,Ficus vasta,FuelWood,2030,0,0,0,0,,,
2,Ficus vasta,FuelWood,2031,0.135230897,0.151765961,0.14693313,0.138774272,,,
2,Ficus vasta,FuelWood,2032,0,0,0,0,,,
2,Ficus vasta,FuelWood,2033,0.13885911,0.156084808,0.151341848,0.144017112,,,
2,Ficus vasta,FuelWood,2034,0,0,0,0,,,
2,Ficus vasta,FuelWood,2035,0.1325631,0.149516349,0.144633884,0.137398187,,,
2,Ficus vasta,FuelWood,2036,0,0,0,0,,,
2,Ficus vasta,FuelWood,2037,0.125652115,0.143174465,0.138147004,0.130530371,,,
2,Ficus vasta,FuelWood,2038,0,0,0,0,,,
2,Ficus vasta,FuelWood,2039,0.121539149,0.138991592,0.133955523,0.126056597,,,
2,Ficus vasta,FuelWood,2040,0,0,0,0,,,
2,Ficus vasta,FuelWood,2041,0.127900063,0.145781011,0.140418523,0.131646225,,,
2,Ficus vasta,FuelWood,2042,0,0,0,0,,,
2,Ficus vasta,FuelWood,2043,0.129407904,0.149622357,0.144192135,0.134895601,,,
2,Ficus vasta,FuelWood,2044,0,0,0,0,,,
2,Ficus vasta,FuelWood,2045,0.125684337,0.145462807,0.140132643,0.130694359,,,
2,Ficus vasta,FuelWood,2046,0,0,0,0,,,
2,Ficus vasta,FuelWood,2047,0.126671618,0.147198146,0.141837638,0.132045195,,,
2,Ficus vasta,FuelWood,2048,0,0,0,0,,,
2,Ficus vasta,FuelWood,2049,0.133621577,0.152550218,0.147222661,0.138294203,,,
2,Ficus vasta,FuelWood,2050,0,0,0,0,,,
2,Ficus vasta,FuelWood,2051,0.134178577,0.152716939,0.147537083,0.139791977,,,
2,Ficus vasta,FuelWood,2052,0,0,0,0,,,
2,Ficus vasta,FuelWood,2053,0.12888896,0.145217889,0.139980549,0.133984047,,,
2,Ficus vasta,FuelWood,2054,0,0,0,0,,,
2,Ficus vasta,FuelWood,2055,0.131727132,0.14777717,0.142426996,0.136142198,,,
2,Ficus vasta,FuelWood,2056,0,0,0,0,,,
2,Ficus vasta,FuelWood,2057,0.132108198,0.149969449,0.144569732,0.137638471,,,
2,Ficus vasta,FuelWood,2058,0,0,0,0,,,
2,Ficus vasta,FuelWood,2059,0.128990748,0.147476313,0.142066016,0.134483514,,,
2,Ficus vasta,FuelWood,2060,0,0,0,0,,,
2,Ficus vasta,FuelWood,2061,0.132155948,0.151032674,0.145423696,0.137002163,,,
2,Ficus vasta,FuelWood,2062,0,0,0,0,,,
2,Ficus vasta,FuelWood,2063,1.377450455,1.57624627,1.518942106,1.427126004,,,
2,Ficus vasta,FuelWood,2064,0,0,0,0,,,
2,Ficus vasta,FuelWood,2024,0,0,0,0,,,
2,Ficus vasta,FuelWood,2025,0,0,0,0,,,
2,Ficus vasta,FuelWood,2026,0,0,0,0,,,
2,Ficus vasta,FuelWood,2027,0,0,0,0,,,
2,Ficus vasta,FuelWood,2028,0,0,0,0,,,
2,Ficus vasta,FuelWood,2029,0,0,0,0,,,
2,Ficus vasta,FuelWood,2030,0,0,0,0,,,
2,Ficus vasta,FuelWood,2031,0,0,0,0,,,
2,Ficus vasta,FuelWood,2032,0,0,0,0,,,
2,Ficus vasta,FuelWood,2033,0,0,0,0,,,
2,Ficus vasta,FuelWood,2034,0,0,0,0,,,
2,Ficus vasta,FuelWood,2035,0,0,0,0,,,
2,Ficus vasta,FuelWood,2036,0,0,0,0,,,
2,Ficus vasta,FuelWood,2037,0,0,0,0,,,
2,Ficus vasta,FuelWood,2038,0,0,0,0,,,
2,Ficus vasta,FuelWood,2039,0,0,0,0,,,
2,Ficus vasta,FuelWood,2040,0,0,0,0,,,
2,Ficus vasta,FuelWood,2041,0,0,0,0,,,
2,Ficus vasta,FuelWood,2042,0,0,0,0,,,
2,Ficus vasta,FuelWood,2043,0,0,0,0,,,
2,Ficus vasta,FuelWood,2044,0,0,0,0,,,
2,Ficus vasta,FuelWood,2045,0,0,0,0,,,
2,Ficus vasta,FuelWood,2046,0,0,0,0,,,
2,Ficus vasta,FuelWood,2047,0,0,0,0,,,
2,Ficus vasta,FuelWood,2048,0,0,0,0,,,
2,Ficus vasta,FuelWood,2049,0,0,0,0,,,
2,Ficus vasta,FuelWood,2050,0,0,0,0,,,
2,Ficus vasta,FuelWood,2051,0,0,0,0,,,
2,Ficus vasta,FuelWood,2052,0,0,0,0,,,
2,Ficus vasta,FuelWood,2053,0,0,0,0,,,
2,Ficus vasta,FuelWood,2054,0,0,0,0,,,
2,Ficus vasta,FuelWood,2055,0,0,0,0,,,
2,Ficus vasta,FuelWood,2056,0,0,0,0,,,
2,Ficus vasta,FuelWood,2057,0,0,0,0,,,
2,Ficus vasta,FuelWood,2058,0,0,0,0,,,
2,Ficus vasta,FuelWood,2059,0,0,0,0,,,
2,Ficus vasta,FuelWood,2060,0,0,0,0,,,
2,Ficus vasta,FuelWood,2061,0,0,0,0,,,
2,Ficus vasta,FuelWood,2062,0,0,0,0,,,
2,Ficus vasta,FuelWood,2063,13.61327609,15.44448759,14.90841969,14.0914346,,,
2,Ficus vasta,FuelWood,2064,0,0,0,0,,,
2,Albizia gummifera,FuelWood,2024,0.057300987,0.065880897,0.063628941,0.058731365,,,
2,Albizia gummifera,FuelWood,2025,0.058308682,0.066934343,0.064532405,0.059751113,,,
2,Albizia gummifera,FuelWood,2026,0.061578262,0.069366089,0.066924479,0.06227524,,,
2,Albizia gummifera,FuelWood,2027,0.06346442,0.071263408,0.068665016,0.064283332,,,
2,Albizia gummifera,FuelWood,2028,0.065097409,0.072865494,0.07014221,0.066088986,,,
2,Albizia gummifera,FuelWood,2029,0.074074774,0.080851665,0.07766714,0.075067338,,,
2,Albizia gummifera,FuelWood,2030,0.074332805,0.081837899,0.078718613,0.076256159,,,
2,Albizia gummifera,FuelWood,2031,0.072424475,0.07875698,0.075672346,0.073530949,,,
